salary_id,employee_id,job_id,effective_from,effective_to,annual_salary_inr,annual_bonus_target_inr
500162,10104,117,2022-07-19,2025-12-31,94000.0,7800.0
500163,10105,106,2017-12-24,2022-10-16,76400.0,5100.0
500164,10105,106,2022-10-17,2025-12-31,78500.0,10700.0
500165,10106,103,2019-04-19,2023-04-26,63800.0,6300.0
500166,10106,103,2023-04-27,2025-12-31,66500.0,7300.0
500167,10107,109,2020-04-20,2023-09-20,97900.0,10900.0
500168,10107,109,2023-09-21,2025-12-31,113500.0,8300.0
500169,10108,115,2019-07-11,2023-05-29,92800.0,11400.0
500170,10108,115,2023-05-30,2025-12-31,102400.0,14600.0
500171,10109,110,2020-02-17,2025-12-31,47700.0,6000.0
500172,10110,105,2017-11-02,2025-12-31,86800.0,10400.0
500173,10111,108,2020-05-24,2025-12-31,53300.0,4900.0
500174,10112,112,2025-08-24,2026-08-23,60400.0,8200.0
500175,10112,112,2026-08-24,2025-12-31,62100.0,4800.0
500176,10113,113,2025-06-06,2026-06-05,84700.0,4900.0
500177,10113,113,2026-06-06,2025-12-31,103300.0,7100.0
500178,10114,110,2021-12-23,2024-05-22,53600.0,7800.0
500179,10114,110,2024-05-23,2025-12-31,51600.0,5000.0
500180,10115,114,2022-12-09,2025-12-31,47200.0,4000.0
500181,10116,114,2019-09-17,2023-06-25,39500.0,2600.0
500182,10116,114,2023-06-26,2025-12-31,46100.0,3900.0
500183,10117,109,2022-02-07,2025-12-31,88800.0,11000.0
500184,10118,108,2021-10-08,2024-04-21,54300.0,6200.0
500185,10118,108,2024-04-22,2025-12-31,60900.0,4100.0
500186,10119,110,2020-06-12,2023-10-11,47500.0,5100.0
500187,10119,110,2023-10-12,2025-12-31,49700.0,5100.0
500188,10120,112,2022-08-14,2024-08-23,52700.0,6300.0
500189,10120,112,2024-08-24,2025-12-31,59200.0,4600.0
500190,10121,102,2018-03-25,2025-12-31,95800.0,7200.0
500191,10122,116,2022-06-06,2024-07-27,55000.0,8100.0
500192,10122,116,2024-07-28,2025-12-31,53900.0,6200.0
500193,10123,107,2018-10-25,2025-12-31,131200.0,10700.0
500194,10124,109,2017-11-13,2025-12-31,83600.0,7200.0
500195,10125,115,2025-01-10,2026-01-09,76700.0,5200.0
500196,10125,115,2026-01-10,2025-12-31,96600.0,14100.0
500197,10126,106,2020-01-09,2023-08-10,70000.0,8500.0
500198,10126,106,2023-08-11,2025-12-31,88300.0,10800.0
500199,10127,108,2020-02-25,2025-12-31,58700.0,3800.0
500200,10128,103,2023-04-27,2024-12-04,66000.0,6500.0
500201,10128,103,2024-12-05,2025-12-31,84300.0,11900.0
500202,10129,105,2017-05-27,2025-12-31,78600.0,9700.0
500203,10130,103,2017-07-11,2022-08-10,76700.0,5500.0
500204,10130,103,2022-08-11,2025-12-31,68600.0,9200.0
500205,10131,107,2020-03-21,2025-12-31,143700.0,9500.0
500206,10132,106,2023-04-27,2025-12-31,83200.0,9600.0
500207,10133,116,2023-10-21,2025-12-31,56700.0,5200.0
500208,10134,116,2023-11-12,2025-02-21,53500.0,6700.0
500209,10134,116,2025-02-22,2025-12-31,53000.0,3800.0
500210,10135,103,2024-04-04,2025-12-31,64700.0,4300.0
500211,10136,113,2024-10-21,2025-12-31,88800.0,7500.0
500212,10137,102,2021-02-18,2024-01-19,89500.0,7700.0
500213,10137,102,2024-01-20,2025-12-31,109900.0,12700.0
500214,10138,102,2024-10-25,2025-10-24,86700.0,8700.0
500215,10138,102,2025-10-25,2025-12-31,86900.0,12400.0
500216,10139,104,2025-06-20,2026-06-19,117100.0,15000.0
500217,10139,104,2026-06-20,2025-12-31,133000.0,8900.0
500218,10140,116,2019-11-17,2025-12-31,47200.0,6200.0
500219,10141,116,2018-02-22,2022-11-09,48200.0,5900.0
500220,10141,116,2022-11-10,2025-12-31,55700.0,3400.0
500221,10142,107,2020-01-23,2023-08-16,123200.0,17900.0
500222,10142,107,2023-08-17,2025-12-31,140400.0,15100.0
500223,10143,103,2021-05-20,2025-12-31,67000.0,5700.0
500224,10144,105,2020-01-26,2023-08-17,94600.0,12300.0
500225,10144,105,2023-08-18,2025-12-31,86400.0,7200.0
500226,10145,109,2021-12-20,2025-12-31,96300.0,10200.0
500227,10146,109,2020-04-16,2025-12-31,102000.0,14700.0
500228,10147,107,2021-07-08,2025-12-31,147700.0,19500.0
500229,10148,112,2019-09-30,2023-07-01,49600.0,6900.0
500230,10148,112,2023-07-02,2025-12-31,53100.0,6900.0
500231,10149,107,2024-02-27,2025-12-31,129500.0,11100.0
500232,10150,114,2016-11-19,2022-05-09,37300.0,4600.0
500233,10150,114,2022-05-10,2025-12-31,41400.0,6000.0
500234,10151,111,2017-06-01,2022-07-25,100500.0,5600.0
500235,10151,111,2022-07-26,2025-12-31,103600.0,8800.0
500236,10152,108,2023-09-14,2025-01-29,55200.0,8000.0
500237,10152,108,2025-01-30,2025-12-31,50800.0,3900.0
500238,10153,112,2016-02-19,2025-12-31,60500.0,4200.0
500239,10154,112,2023-05-22,2024-12-14,48000.0,3400.0
500240,10154,112,2024-12-15,2025-12-31,53800.0,4600.0
500241,10155,107,2017-12-13,2022-10-11,131800.0,8500.0
500242,10155,107,2022-10-12,2025-12-31,144400.0,7400.0
500243,10156,105,2024-10-11,2025-10-10,81900.0,5100.0
500244,10156,105,2025-10-11,2025-12-31,101000.0,7100.0
500245,10157,115,2022-08-22,2025-12-31,82100.0,8000.0
500246,10158,104,2024-03-09,2025-12-31,97900.0,5700.0
500247,10159,101,2018-08-16,2023-01-18,43500.0,4000.0
500248,10159,101,2023-01-19,2025-12-31,51300.0,2600.0
500249,10160,108,2024-01-26,2025-12-31,48400.0,3600.0
500250,10161,112,2016-09-26,2025-12-31,47900.0,7100.0
500251,10162,112,2023-08-23,2025-01-20,49600.0,3700.0
500252,10162,112,2025-01-21,2025-12-31,59700.0,6100.0
500253,10163,114,2016-11-01,2022-05-01,37600.0,2000.0
500254,10163,114,2022-05-02,2025-12-31,43600.0,6200.0
500255,10164,109,2023-10-24,2025-02-14,102100.0,7000.0
500256,10164,109,2025-02-15,2025-12-31,92900.0,9800.0
500257,10165,104,2016-10-17,2025-12-31,123000.0,12900.0
500258,10166,109,2017-04-25,2022-07-10,85600.0,10000.0
500259,10166,109,2022-07-11,2025-12-31,98900.0,13300.0
500260,10167,113,2024-07-30,2025-12-31,106800.0,11400.0
500261,10168,104,2025-05-05,2025-12-31,105300.0,10600.0
500262,10169,103,2021-07-07,2024-03-15,70900.0,7300.0
500263,10169,103,2024-03-16,2025-12-31,80900.0,9900.0
500264,10170,101,2020-09-14,2025-12-31,39300.0,5500.0
500265,10171,111,2018-09-28,2023-02-04,100800.0,9900.0
500266,10171,111,2023-02-05,2025-12-31,111200.0,10700.0
500267,10172,114,2019-06-20,2025-12-31,40900.0,5100.0
500268,10173,110,2024-03-18,2025-04-13,53800.0,3700.0
500269,10173,110,2025-04-14,2025-12-31,59300.0,4700.0
500270,10174,117,2021-03-28,2024-02-04,103200.0,13600.0
500271,10174,117,2024-02-05,2025-12-31,110200.0,15700.0
500272,10175,102,2025-02-15,2026-02-14,84600.0,6700.0
500273,10175,102,2026-02-15,2025-12-31,94000.0,7800.0
500274,10176,115,2023-05-04,2025-12-31,77700.0,6100.0
500275,10177,112,2018-07-01,2025-12-31,50700.0,4400.0
500276,10178,106,2021-08-23,2024-04-03,89000.0,7300.0
500277,10178,106,2024-04-04,2025-12-31,95500.0,9800.0
500278,10179,117,2017-07-14,2022-08-11,87700.0,10500.0
500279,10179,117,2022-08-12,2025-12-31,117800.0,8000.0
500280,10180,105,2022-10-29,2024-09-23,82300.0,7400.0
500281,10180,105,2024-09-24,2025-12-31,100800.0,9800.0
500282,10181,114,2019-01-30,2023-03-25,47100.0,4100.0
500283,10181,114,2023-03-26,2025-12-31,48700.0,5700.0
500284,10182,115,2023-01-22,2024-10-27,71800.0,4200.0
500285,10182,115,2024-10-28,2025-12-31,101900.0,13200.0
500286,10183,112,2021-07-05,2024-03-14,56800.0,6300.0
500287,10183,112,2024-03-15,2025-12-31,52600.0,4900.0
500288,10184,109,2023-10-05,2025-12-31,87500.0,11800.0
500289,10185,103,2021-04-22,2025-12-31,59900.0,8100.0
500290,10186,109,2018-09-13,2023-01-29,105200.0,8800.0
500291,10186,109,2023-01-30,2025-12-31,110400.0,14200.0
500292,10187,107,2022-10-26,2024-09-21,127500.0,12900.0
500293,10187,107,2024-09-22,2025-12-31,148900.0,11800.0
500294,10188,112,2017-09-04,2025-12-31,58600.0,4500.0
500295,10189,112,2025-07-02,2025-12-31,54200.0,7400.0
500296,10190,115,2016-03-02,2022-01-24,75900.0,4100.0
500297,10190,115,2022-01-25,2025-12-31,102600.0,8800.0
500298,10191,102,2020-10-18,2023-12-01,89900.0,7100.0
500299,10191,102,2023-12-02,2025-12-31,92100.0,10300.0
500300,10192,113,2020-05-04,2023-09-25,97800.0,8700.0
500301,10192,113,2023-09-26,2025-12-31,108200.0,8900.0
500302,10193,114,2023-02-07,2025-12-31,37700.0,3300.0
500303,10194,112,2022-12-16,2024-10-12,54200.0,4900.0
500304,10194,112,2024-10-13,2025-12-31,62700.0,7100.0
500305,10195,103,2025-09-16,2026-09-15,63100.0,6800.0
500306,10195,103,2026-09-16,2025-12-31,85100.0,5800.0
500307,10196,104,2025-10-04,2026-10-03,104400.0,9500.0
500308,10196,104,2026-10-04,2025-12-31,116200.0,15500.0
500309,10197,101,2024-05-16,2025-05-15,41500.0,6000.0
500310,10197,101,2025-05-16,2025-12-31,44100.0,2700.0
500311,10198,111,2016-01-17,2022-01-06,82900.0,10400.0
500312,10198,111,2022-01-07,2025-12-31,97500.0,12000.0
500313,10199,111,2025-04-05,2025-12-31,86800.0,8800.0
500314,10200,117,2016-01-10,2025-12-31,104800.0,5500.0
500315,10201,106,2025-08-10,2026-08-09,87500.0,6400.0
500316,10201,106,2026-08-10,2025-12-31,79100.0,8500.0
500317,10202,105,2023-04-05,2024-11-25,84100.0,11100.0
500318,10202,105,2024-11-26,2025-12-31,93800.0,9500.0
500319,10203,110,2017-02-27,2022-06-18,54800.0,6800.0
500320,10203,110,2022-06-19,2025-12-31,52000.0,4300.0
500321,10204,112,2022-02-21,2025-12-31,53000.0,4800.0
500322,10205,114,2017-06-10,2022-07-29,38600.0,3200.0
500323,10205,114,2022-07-30,2025-12-31,50400.0,5000.0
500324,10206,112,2023-06-07,2024-12-20,50100.0,3400.0
500325,10206,112,2024-12-21,2025-12-31,53300.0,2700.0
500326,10207,108,2016-09-13,2022-04-12,51700.0,4000.0
500327,10207,108,2022-04-13,2025-12-31,65800.0,5900.0
500328,10208,111,2017-01-17,2025-12-31,86100.0,6400.0
500329,10209,114,2017-06-17,2025-12-31,36800.0,1900.0
500330,10210,109,2016-08-26,2022-04-05,88400.0,9100.0
500331,10210,109,2022-04-06,2025-12-31,110100.0,8900.0
500332,10211,106,2025-06-25,2026-06-24,86300.0,5700.0
500333,10211,106,2026-06-25,2025-12-31,91600.0,13100.0
500334,10212,104,2019-08-09,2023-06-10,99200.0,14700.0
500335,10212,104,2023-06-11,2025-12-31,115000.0,8900.0
500336,10213,102,2023-09-13,2025-01-28,83700.0,12500.0
500337,10213,102,2025-01-29,2025-12-31,87100.0,8300.0
500338,10214,112,2021-12-13,2025-12-31,54600.0,5600.0
500339,10215,103,2024-12-07,2025-12-31,75800.0,6100.0
500340,10216,105,2025-06-03,2025-12-31,73600.0,6700.0
500341,10217,106,2020-10-09,2023-11-28,83900.0,6000.0
500342,10217,106,2023-11-29,2025-12-31,93200.0,7600.0
500343,10218,108,2025-06-06,2025-12-31,52200.0,7000.0
500344,10219,105,2018-10-26,2025-12-31,95500.0,11900.0
500345,10220,111,2018-02-25,2025-12-31,87500.0,8800.0
500346,10221,102,2018-12-22,2023-03-10,78700.0,9500.0
500347,10221,102,2023-03-11,2025-12-31,92200.0,8300.0
500348,10222,103,2024-04-08,2025-04-21,63400.0,3600.0
500349,10222,103,2025-04-22,2025-12-31,72500.0,4200.0
500350,10223,109,2017-07-12,2025-12-31,83300.0,12000.0
500351,10224,105,2018-04-23,2025-12-31,80400.0,6100.0
500352,10225,106,2017-08-24,2022-08-28,88000.0,9600.0
500353,10225,106,2022-08-29,2025-12-31,90000.0,12600.0
500354,10226,102,2021-04-27,2025-12-31,97900.0,12500.0
500355,10227,115,2023-12-16,2025-12-31,90900.0,7900.0
500356,10228,111,2019-06-03,2025-12-31,98400.0,8600.0
500357,10229,103,2021-07-21,2024-03-21,72300.0,6200.0
500358,10229,103,2024-03-22,2025-12-31,82300.0,5300.0
500359,10230,101,2025-04-05,2025-12-31,42200.0,2800.0
500360,10231,117,2019-01-20,2025-12-31,88800.0,11900.0
500361,10232,111,2024-06-25,2025-06-24,104000.0,7500.0
500362,10232,111,2025-06-25,2025-12-31,90900.0,13100.0
500363,10233,107,2022-11-17,2024-09-30,148000.0,19600.0
500364,10233,107,2024-10-01,2025-12-31,129700.0,12300.0
500365,10234,110,2022-10-14,2024-09-17,48600.0,4100.0
500366,10234,110,2024-09-18,2025-12-31,57400.0,8500.0
500367,10235,113,2016-02-23,2022-01-21,93100.0,10100.0
500368,10235,113,2022-01-22,2025-12-31,98000.0,11900.0
500369,10236,113,2018-01-30,2022-10-30,109100.0,12300.0
500370,10236,113,2022-10-31,2025-12-31,103400.0,12600.0
500371,10237,108,2017-09-21,2025-12-31,57200.0,4400.0
500372,10238,109,2025-02-02,2026-02-01,94200.0,8400.0
500373,10238,109,2026-02-02,2025-12-31,99700.0,12500.0
500374,10239,102,2019-11-19,2023-07-21,85200.0,5500.0
500375,10239,102,2023-07-22,2025-12-31,89400.0,6900.0
500376,10240,114,2025-05-26,2025-12-31,47700.0,4800.0
500377,10241,110,2025-10-18,2026-10-17,55300.0,3100.0
500378,10241,110,2026-10-18,2025-12-31,50000.0,4200.0
500379,10242,105,2016-06-27,2022-03-12,91500.0,13000.0
500380,10242,105,2022-03-13,2025-12-31,94100.0,9400.0
500381,10243,114,2016-04-11,2022-02-09,41900.0,6000.0
500382,10243,114,2022-02-10,2025-12-31,45300.0,3200.0
500383,10244,115,2016-03-23,2022-02-01,83000.0,9100.0
500384,10244,115,2022-02-02,2025-12-31,89300.0,11200.0
500385,10245,117,2020-03-08,2025-12-31,99600.0,13600.0
500386,10246,115,2018-12-17,2025-12-31,76200.0,8600.0
500387,10247,117,2021-05-03,2025-12-31,86500.0,11600.0
500388,10248,105,2024-05-11,2025-05-10,91500.0,6100.0
500389,10248,105,2025-05-11,2025-12-31,99200.0,6400.0
500390,10249,114,2025-08-24,2026-08-23,38400.0,3000.0
500391,10249,114,2026-08-24,2025-12-31,52600.0,3200.0
500392,10250,113,2021-02-23,2024-01-21,102100.0,6100.0
500393,10250,113,2024-01-22,2025-12-31,96200.0,6200.0
500394,10251,105,2025-07-07,2025-12-31,94000.0,12500.0
500395,10252,103,2018-01-03,2025-12-31,70300.0,10300.0
500396,10253,116,2025-11-25,2026-11-24,51900.0,4700.0
500397,10253,116,2026-11-25,2025-12-31,51300.0,6800.0
500398,10254,106,2023-08-15,2025-01-17,84300.0,7600.0
500399,10254,106,2025-01-18,2025-12-31,76000.0,6000.0
500400,10255,115,2020-02-25,2023-08-29,92800.0,10800.0
500401,10255,115,2023-08-30,2025-12-31,92000.0,5800.0
500402,10256,101,2025-04-23,2026-04-22,39100.0,4900.0
500403,10256,101,2026-04-23,2025-12-31,44600.0,4900.0
500404,10257,102,2020-01-13,2025-12-31,86900.0,9800.0
500405,10258,108,2023-12-18,2025-12-31,48600.0,5400.0
500406,10259,106,2024-10-01,2025-12-31,76500.0,5100.0
500407,10260,111,2022-04-06,2024-07-02,104000.0,8900.0
500408,10260,111,2024-07-03,2025-12-31,92000.0,5400.0
500409,10261,108,2021-03-28,2024-02-04,47800.0,4800.0
500410,10261,108,2024-02-05,2025-12-31,56000.0,7500.0
500411,10262,101,2016-11-01,2025-12-31,44200.0,6100.0
500412,10263,104,2016-02-06,2022-01-14,115500.0,7700.0
500413,10263,104,2022-01-15,2025-12-31,108000.0,7100.0
500414,10264,105,2022-07-07,2024-08-08,90400.0,6100.0
500415,10264,105,2024-08-09,2025-12-31,84200.0,12000.0
500416,10265,105,2018-11-28,2025-12-31,84200.0,5000.0
500417,10266,112,2016-12-10,2025-12-31,49400.0,5500.0
500418,10267,107,2024-10-06,2025-12-31,129000.0,18200.0
500419,10268,103,2021-01-20,2024-01-08,74700.0,7900.0
500420,10268,103,2024-01-09,2025-12-31,78000.0,11600.0
500421,10269,109,2023-03-18,2025-12-31,102900.0,6700.0
500422,10270,104,2018-08-15,2025-12-31,119000.0,17500.0
500423,10271,104,2025-06-13,2025-12-31,102900.0,9900.0
500424,10272,107,2018-10-29,2025-12-31,137400.0,13200.0
500425,10273,115,2025-10-09,2026-10-08,79400.0,9300.0
500426,10273,115,2026-10-09,2025-12-31,97600.0,9200.0
500427,10274,114,2022-09-10,2024-09-03,43900.0,6200.0
500428,10274,114,2024-09-04,2025-12-31,46600.0,6700.0
500429,10275,113,2023-07-16,2025-01-05,107500.0,13800.0
500430,10275,113,2025-01-06,2025-12-31,120400.0,15500.0
500431,10276,105,2022-07-01,2024-08-06,93800.0,11000.0
500432,10276,105,2024-08-07,2025-12-31,85000.0,4600.0
500433,10277,106,2021-12-04,2024-05-14,85500.0,9600.0
500434,10277,106,2024-05-15,2025-12-31,88100.0,4400.0
